LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT (?),WINNERS
Superlotto 6/49,01-19-35-49-27-32,4/6/2014,"16,000,000.00",0
Superlotto 6/49,39-40-43-35-41-48,4/8/2014,"16,000,000.00",0
Superlotto 6/49,35-15-24-45-22-04,4/10/2014,"17,526,596.00",0
Superlotto 6/49,33-38-22-47-08-28,4/13/2014,"22,229,748.00",0
Superlotto 6/49,45-34-07-06-14-30,4/15/2014,"26,045,284.00",0
Superlotto 6/49,22-45-40-48-33-49,4/22/2014,"30,218,048.00",0
Superlotto 6/49,15-21-23-38-37-16,4/24/2014,"34,398,852.00",0
Superlotto 6/49,19-11-48-30-02-18,4/27/2014,"39,565,324.00",0
Superlotto 6/49,22-06-39-41-14-45,4/29/2014,"43,821,608.00",0
Superlotto 6/49,09-40-23-38-49-15,5/1/2014,"48,085,964.00",0
Superlotto 6/49,36-15-44-14-26-35,5/4/2014,"53,804,792.00",0
Superlotto 6/49,13-28-49-01-06-10,5/6/2014,"58,669,836.00",0
Superlotto 6/49,11-33-25-48-46-36,5/8/2014,"63,650,132.00",0
Superlotto 6/49,41-34-14-49-33-16,5/11/2014,"69,690,524.00",0
Superlotto 6/49,23-03-36-20-30-08,5/13/2014,"74,797,680.00",0
Superlotto 6/49,39-42-14-08-40-01,5/15/2014,"80,272,040.00",0
Superlotto 6/49,32-31-23-48-47-27,5/18/2014,"86,821,764.00",0
Superlotto 6/49,21-11-31-45-36-07,5/20/2014,"92,557,940.00",0
Superlotto 6/49,31-35-04-06-30-03,5/22/2014,"98,612,308.00",1
Superlotto 6/49,40-16-27-39-29-42,5/25/2014,"16,000,000.00",0
Superlotto 6/49,24-37-03-39-32-26,5/27/2014,"16,000,000.00",0
Superlotto 6/49,39-42-25-43-12-24,5/29/2014,"16,000,000.00",0
Superlotto 6/49,23-33-34-42-41-35,6/1/2014,"16,000,000.00",0
Superlotto 6/49,16-10-45-17-48-41,6/3/2014,"19,045,476.00",0
Superlotto 6/49,13-08-12-35-48-38,6/5/2014,"22,883,400.00",0
Superlotto 6/49,30-24-38-14-43-47,6/8/2014,"27,684,200.00",1
Superlotto 6/49,03-45-24-29-07-41,6/10/2014,"16,000,000.00",0
Superlotto 6/49,18-46-06-07-24-41,6/12/2014,"16,000,000.00",0
Superlotto 6/49,04-27-38-36-35-10,6/15/2014,"16,000,000.00",0
Superlotto 6/49,34-37-21-23-10-22,6/17/2014,"16,000,000.00",0
Superlotto 6/49,40-35-28-09-12-18,6/19/2014,"18,390,684.00",0
Superlotto 6/49,21-31-36-39-03-06,6/22/2014,"23,066,256.00",0
Superlotto 6/49,02-30-03-06-09-20,6/24/2014,"26,680,556.00",0
Superlotto 6/49,46-44-20-28-21-18,6/26/2014,"30,382,200.00",0
Superlotto 6/49,38-04-32-34-05-47,6/29/2014,"35,469,200.00",0
Superlotto 6/49,07-09-29-18-21-26,7/1/2014,"39,672,764.00",0
Superlotto 6/49,12-19-22-20-30-38,7/3/2014,"43,791,720.00",0
Superlotto 6/49,46-19-28-32-24-37,7/6/2014,"49,550,476.00",0
Superlotto 6/49,16-31-44-04-28-05,7/8/2014,"54,364,876.00",0
Superlotto 6/49,35-12-11-13-20-48,7/10/2014,"59,406,116.00",0
Superlotto 6/49,39-20-35-06-19-28,7/13/2014,"65,628,928.00",0
Superlotto 6/49,35-28-31-41-18-39,7/15/2014,"70,496,048.00",0
Superlotto 6/49,17-22-11-10-08-35,7/17/2014,"74,592,924.00",0
Superlotto 6/49,09-28-12-25-05-14,7/20/2014,"81,103,996.00",1
Superlotto 6/49,28-36-25-17-32-13,7/22/2014,"16,000,000.00",0
Superlotto 6/49,05-08-10-41-02-29,7/24/2014,"16,000,000.00",0
Superlotto 6/49,21-34-05-35-46-07,7/27/2014,"16,000,000.00",0
Superlotto 6/49,45-26-35-23-08-01,7/29/2014,"16,000,000.00",0
Superlotto 6/49,43-30-04-29-01-17,7/31/2014,"18,291,948.00",0
Superlotto 6/49,26-24-07-05-46-29,8/3/2014,"23,103,064.00",0
Superlotto 6/49,41-05-29-33-22-21,8/5/2014,"26,670,516.00",0
Superlotto 6/49,49-45-22-46-17-20,8/7/2014,"30,512,724.00",0
Superlotto 6/49,39-45-40-31-35-13,8/10/2014,"35,383,228.00",0
Superlotto 6/49,29-48-26-42-09-02,8/12/2014,"39,252,548.00",1
Superlotto 6/49,26-24-15-39-47-30,8/14/2014,"16,000,000.00",0
Superlotto 6/49,34-49-21-42-39-37,8/17/2014,"16,000,000.00",1
Superlotto 6/49,47-32-09-43-19-20,8/19/2014,"16,000,000.00",1
Superlotto 6/49,38-02-18-09-01-21,8/21/2014,"16,000,000.00",0
Superlotto 6/49,01-49-48-02-18-46,8/24/2014,"16,000,000.00",0
Superlotto 6/49,23-05-04-37-19-34,8/26/2014,"16,000,000.00",0
Superlotto 6/49,49-10-03-46-22-18,8/28/2014,"16,000,000.00",0
Superlotto 6/49,13-10-47-09-36-46,8/31/2014,"17,786,232.00",0
Superlotto 6/49,31-21-09-08-19-32,9/2/2014,"21,424,404.00",0
Superlotto 6/49,42-17-33-44-16-46,9/4/2014,"25,066,904.00",0
Superlotto 6/49,49-43-17-37-21-13,9/7/2014,"29,843,992.00",0
Superlotto 6/49,34-04-08-47-18-17,9/9/2014,"33,510,176.00",0
Superlotto 6/49,16-05-11-38-42-19,9/11/2014,"37,515,220.00",0
Superlotto 6/49,12-47-36-16-31-44,9/14/2014,"41,946,980.00",0
Superlotto 6/49,41-26-27-19-07-01,9/16/2014,"46,193,100.00",0
Superlotto 6/49,25-28-09-17-35-18,9/18/2014,"50,560,428.00",0
Superlotto 6/49,17-30-19-05-02-42,9/21/2014,"56,054,764.00",0
Superlotto 6/49,07-13-33-44-46-03,9/23/2014,"60,953,852.00",0
Superlotto 6/49,03-14-20-16-27-32,9/25/2014,"66,143,500.00",0
Superlotto 6/49,26-24-42-29-06-03,9/28/2014,"72,260,144.00",0
Superlotto 6/49,36-16-04-10-39-19,9/30/2014,"77,700,392.00",0
Superlotto 6/49,01-43-05-48-37-15,10/2/2014,"83,277,884.00",0
Superlotto 6/49,43-48-06-11-13-29,10/5/2014,"90,126,700.00",1
Superlotto 6/49,09-25-02-04-30-40,10/7/2014,"16,000,000.00",0
Superlotto 6/49,35-15-36-37-47-01,10/9/2014,"16,000,000.00",0
Superlotto 6/49,13-41-05-28-46-11,10/12/2014,"16,000,000.00",0
Superlotto 6/49,26-31-29-40-05-16,10/14/2014,"16,000,000.00",0
Superlotto 6/49,29-25-01-49-19-30,10/16/2014,"19,910,076.00",0
Superlotto 6/49,06-26-25-20-49-32,10/19/2014,"24,947,280.00",0
Superlotto 6/49,29-13-20-03-40-38,10/21/2014,"28,948,380.00",0
Superlotto 6/49,11-42-37-22-14-12,10/23/2014,"32,981,764.00",0
Superlotto 6/49,40-49-26-14-45-38,10/26/2014,"38,424,912.00",0
Superlotto 6/49,24-21-08-13-32-33,10/28/2014,"42,400,624.00",0
Superlotto 6/49,13-11-49-05-42-02,10/30/2014,"46,577,516.00",1
Superlotto 6/49,17-29-27-44-12-39,11/2/2014,"16,000,000.00",0
Superlotto 6/49,21-43-11-3-29-47,11/4/2014,"16,000,000.00",1
Superlotto 6/49,34-48-40-27-06-31,11/6/2014,"16,000,000.00",0
Superlotto 6/49,05-30-34-02-40-21,11/9/2014,"16,000,000.00",0
Superlotto 6/49,02-08-16-29-18-35,11/11/2014,"16,000,000.00",0
Superlotto 6/49,41-10-04-20-08-03,11/13/2014,"16,000,000.00",0
Superlotto 6/49,03-22-14-24-40-38,11/16/2014,"18,517,768.00",0
Superlotto 6/49,20-40-32-14-05-31,11/18/2014,"22,249,300.00",0
Superlotto 6/49,04-29-44-42-12-30,11/20/2014,"26,162,356.00",0
Superlotto 6/49,49-33-05-06-14-42,11/23/2014,"30,930,912.00",0
Superlotto 6/49,40-06-16-01-46-13,11/25/2014,"34,776,228.00",0
Superlotto 6/49,38-04-36-06-33-29,11/27/2014,"38,467,264.00",0
Superlotto 6/49,40-03-31-24-26-32,11/30/2014,"44,078,036.00",0
Superlotto 6/49,19-08-43-45-39-15,12/2/2014,"48,584,184.00",0
Superlotto 6/49,16-26-43-09-03-12,12/4/2014,"53,387,064.00",0
Superlotto 6/49,23-03-48-49-09-30,12/7/2014,"59,175,920.00",0
Superlotto 6/49,38-37-19-09-03-16,12/9/2014,"63,952,204.00",0
Superlotto 6/49,47-32-06-14-22-19,12/11/2014,"69,337,064.00",0
Superlotto 6/49,38-47-13-12-19-30,12/14/2014,"76,145,204.00",0
Superlotto 6/49,35-48-07-33-27-26,12/16/2014,"81,934,324.00",0
Superlotto 6/49,27-06-41-09-31-33,12/18/2014,"87,943,396.00",0
Superlotto 6/49,41-28-10-18-38-29,12/21/2014,"95,616,888.00",0
Superlotto 6/49,11-24-22-41-28-13,12/23/2014,"102,509,992.00",0
Superlotto 6/49,43-16-49-31-18-20,12/28/2014,"111,367,580.00",0
Superlotto 6/49,28-46-30-31-44-24,12/30/2014,"119,712,608.00",0
Superlotto 6/49,40-11-14-39-04-32,1/4/2015,"129,835,788.00",0
Superlotto 6/49,30-23-43-32-28-09,1/6/2015,"139,140,264.00",0
Superlotto 6/49,41-11-42-30-19-38,1/8/2015,"148,791,064.00",0
Superlotto 6/49,38-31-19-13-34-06,1/11/2015,"160,083,688.00",1
Superlotto 6/49,45-05-15-21-28-17,1/13/2015,"16,000,000.00",0
Superlotto 6/49,27-06-09-08-17-03,1/15/2015,"16,000,000.00",0
Superlotto 6/49,49-36-26-42-05-04,1/18/2015,"16,000,000.00",0
Superlotto 6/49,46-19-07-18-17-40,1/20/2015,"16,000,000.00",1
Superlotto 6/49,12-04-33-05-10-07,1/22/2015,"16,000,000.00",1
Superlotto 6/49,11-49-14-28-46-17,1/25/2015,"16,000,000.00",0
Superlotto 6/49,01-47-02-27-37-24,1/27/2015,"16,000,000.00",0
Superlotto 6/49,47-05-46-02-13-08,1/29/2015,"16,000,000.00",0
Superlotto 6/49,20-12-40-14-09-05,2/1/2015,"16,000,000.00",0
Superlotto 6/49,06-01-16-39-38-10,2/3/2015,"18,139,804.00",0
Superlotto 6/49,19-47-49-02-46-29,2/5/2015,"21,882,836.00",0
Superlotto 6/49,02-37-22-12-42-24,2/8/2015,"26,326,320.00",0
Superlotto 6/49,13-27-45-16-19-41,2/10/2015,"30,177,332.00",0
Superlotto 6/49,07-13-45-11-10-37,2/12/2015,"34,123,812.00",0
Superlotto 6/49,23-11-08-04-22-25,2/15/2015,"38,515,608.00",0
Superlotto 6/49,16-23-19-20-25-30,2/17/2015,"42,610,228.00",1
Superlotto 6/49,01-39-49-35-03-10,2/19/2015,"16,000,000.00",0
Superlotto 6/49,05-31-38-29-46-20,2/22/2015,"16,000,000.00",0
Superlotto 6/49,06-39-41-23-31-22,2/24/2015,"16,000,000.00",0
Superlotto 6/49,04-21-37-45-27-15,2/26/2015,"16,000,000.00",0
Superlotto 6/49,31-19-16-39-45-40,3/1/2015,"17,439,008.00",0
Superlotto 6/49,26-48-42-44-10-33,3/3/2015,"20,872,604.00",0
Superlotto 6/49,24-46-47-02-31-01,3/5/2015,"24,528,352.00",0
Superlotto 6/49,24-42-46-13-33-02,3/8/2015,"28,330,852.00",0
Superlotto 6/49,43-40-30-11-19-37,3/10/2015,"32,109,740.00",0
Superlotto 6/49,15-22-24-27-10-20,3/12/2015,"35,987,144.00",0
Superlotto 6/49,18-16-04-08-48-03,3/15/2015,"40,118,596.00",0
Superlotto 6/49,42-48-04-46-05-39,3/19/2015,"48,172,612.00",0
Superlotto 6/49,27-38-15-43-49-11,3/22/2015,"52,784,292.00",0
Superlotto 6/49,16-36-12-37-46-09,3/26/2015,"62,098,712.00",0
Superlotto 6/49,34-07-47-10-01-02,3/29/2015,"67,238,384.00",0
Superlotto 6/49,38-37-32-03-34-39,3/31/2015,"72,436,800.00",0
Superlotto 6/49,33-39-43-44-15-07,4/7/2015,"78,202,412.00",0
Superlotto 6/49,44-46-33-28-05-13,4/9/2015,"83,692,868.00",0
Superlotto 6/49,48-35-19-37-24-28,4/12/2015,"89,651,116.00",0
Superlotto 6/49,40-45-33-37-31-03,4/14/2015,"95,510,512.00",0
Superlotto 6/49,18-25-29-23-09-35,4/16/2015,"101,927,592.00",1
Superlotto 6/49,46-18-17-24-39-08,3/17/2015,"44,099,956.00",0
Superlotto 6/49,38-07-44-41-03-02,3/24/2015,"57,409,216.00",0
Superlotto 6/49,01-39-31-46-49-48,4/19/2015,"16,000,000.00",0
Superlotto 6/49,10-19-14-28-45-44,4/21/2015,"16,000,000.00",0
Superlotto 6/49,08-22-05-32-34-45,4/23/2015,"16,000,000.00",0
Superlotto 6/49,15-23-32-35-47-06,4/26/2015,"16,000,000.00",0
Superlotto 6/49,24-28-38-42-17-05,4/28/2015,"16,000,000.00",0
Superlotto 6/49,13-16-01-22-34-26,4/30/2015,"17,558,412.00",1
Superlotto 6/49,11-10-05-48-49-35,5/3/2015,"16,000,000.00",0
Superlotto 6/49,34-46-49-31-25-27,5/5/2015,"16,000,000.00",0
Superlotto 6/49,10-09-19-31-16-49,5/7/2015,"16,000,000.00",0
Superlotto 6/49,27-42-46-05-23-31,5/10/2015,"16,000,000.00",0
Superlotto 6/49,38-40-09-19-02-22,5/12/2015,"16,000,000.00",0
Superlotto 6/49,42-32-36-09-41-20,5/14/2015,"18,840,420.00",0
Superlotto 6/49,26-45-02-10-29-46,5/17/2015,"22,214,488.00",0
Superlotto 6/49,35-39-29-30-38-41,5/19/2015,"25,421,980.00",0
Superlotto 6/49,48-35-14-08-17-10,5/21/2015,"28,700,608.00",0
Superlotto 6/49,45-31-17-18-44-30,5/24/2015,"32,150,552.00",0
Superlotto 6/49,01-41-49-35-08-16,5/26/2015,"35,455,972.00",0
Superlotto 6/49,18-29-38-05-31-22,5/28/2015,"38,906,836.00",0
Superlotto 6/49,49-21-24-05-08-39,5/31/2015,"42,668,884.00",0
Superlotto 6/49,30-34-49-01-05-29,6/2/2015,"46,152,076.00",0
Superlotto 6/49,37-23-14-13-45-20,6/4/2015,"49,838,752.00",0
Superlotto 6/49,39-36-06-24-43-25,6/7/2015,"53,930,292.00",0
Superlotto 6/49,13-37-41-47-02-27,6/9/2015,"57,720,772.00",0
Superlotto 6/49,29-21-01-14-18-07,6/11/2015,"61,738,644.00",0
Superlotto 6/49,27-32-43-11-07-05,6/14/2015,"66,072,956.00",0
Superlotto 6/49,36-03-14-43-38-04,6/16/2015,"70,332,652.00",0
Superlotto 6/49,49-15-37-21-48-07,6/18/2015,"74,490,520.00",0
Superlotto 6/49,22-13-19-14-30-35,6/21/2015,"79,394,740.00",0
Superlotto 6/49,04-46-35-12-39-15,6/23/2015,"83,976,468.00",0
Superlotto 6/49,13-19-04-31-49-20,6/25/2015,"88,794,736.00",1
Superlotto 6/49,14-05-01-32-37-49,6/28/2015,"16,000,000.00",0
Superlotto 6/49,42-05-32-11-24-21,6/30/2015,"16,000,000.00",1
Superlotto 6/49,27-02-04-08-13-40,7/2/2015,"16,000,000.00",0
Superlotto 6/49,11-31-03-28-44-13,7/5/2015,"16,000,000.00",0
Superlotto 6/49,18-48-12-11-13-05,7/7/2015,"16,000,000.00",0
Superlotto 6/49,25-46-49-39-17-07,7/9/2015,"16,000,000.00",0
Superlotto 6/49,04-01-32-13-29-08,7/12/2015,"16,000,000.00",0
Superlotto 6/49,17-45-19-04-37-38,7/14/2015,"18,198,372.00",0
Superlotto 6/49,29-47-10-36-16-21,7/16/2015,"20,942,128.00",0
Superlotto 6/49,30-24-15-07-36-01,7/19/2015,"24,216,048.00",0
Superlotto 6/49,41-21-02-44-03-26,7/21/2015,"26,972,424.00",0
Superlotto 6/49,06-28-35-46-38-03,7/23/2015,"29,762,240.00",0
Superlotto 6/49,43-19-07-27-18-44,7/26/2015,"33,034,792.00",0
Superlotto 6/49,08-35-04-20-17-14,7/28/2015,"36,499,532.00",0
Superlotto 6/49,25-32-04-11-15-29,7/30/2015,"40,150,956.00",0
Superlotto 6/49,15-39-09-07-14-13,8/2/2015,"43,800,756.00",0
Superlotto 6/49,18-17-12-48-29-01,8/4/2015,"47,615,580.00",0
Superlotto 6/49,42-01-04-11-16-47,8/6/2015,"51,369,788.00",0
Superlotto 6/49,21-33-14-08-23-30,8/9/2015,"55,081,252.00",0
Superlotto 6/49,34-44-04-42-06-03,8/11/2015,"58,879,452.00",0
Superlotto 6/49,08-21-04-48-23-30,8/13/2015,"62,776,188.00",0
Superlotto 6/49,29-44-33-36-40-06,8/16/2015,"66,810,388.00",0
Superlotto 6/49,05-27-43-46-14-22,8/18/2015,"70,692,760.00",0
Superlotto 6/49,26-35-37-30-42-09,8/20/2015,"74,600,324.00",0
Superlotto 6/49,42-25-36-17-26-35,8/23/2015,"78,665,044.00",0
Superlotto 6/49,29-08-33-42-46-12,8/25/2015,"82,838,864.00",0
Superlotto 6/49,03-39-40-48-19-46,8/27/2015,"87,120,292.00",0
Superlotto 6/49,07-10-40-45-31-14,8/30/2015,"91,492,428.00",1
Superlotto 6/49,07-29-02-19-32-13,9/1/2015,"16,000,000.00",0
Superlotto 6/49,17-07-38-03-23-13,9/3/2015,"16,000,000.00",1
Superlotto 6/49,49-14-10-47-42-35,9/6/2015,"16,000,000.00",0
Superlotto 6/49,05-30-15-34-22-24,9/8/2015,"16,000,000.00",0
Superlotto 6/49,16-13-20-01-28-14,9/13/2015,"16,000,000.00",0
Superlotto 6/49,43-49-44-21-09-10,9/15/2015,"16,000,000.00",0
Superlotto 6/49,13-46-21-41-02-34,9/17/2015,"17,609,452.00",0
Superlotto 6/49,35-41-30-22-14-44,9/20/2015,"20,514,780.00",0
Superlotto 6/49,25-12-49-05-20-27,9/22/2015,"23,490,824.00",0
Superlotto 6/49,18-38-12-39-25-06,9/24/2015,"26,429,416.00",0
Superlotto 6/49,04-41-29-09-26-20,9/27/2015,"29,495,720.00",0
Superlotto 6/49,35-02-12-44-34-27,9/29/2015,"32,385,412.00",0
Superlotto 6/49,32-12-04-44-13-17,10/1/2015,"35,299,532.00",0
Superlotto 6/49,07-12-43-21-33-47,10/4/2015,"38,540,560.00",0
Superlotto 6/49,13-43-02-23-25-36,10/6/2015,"41,566,300.00",0
Superlotto 6/49,27-31-41-06-48-09,10/8/2015,"44,652,292.00",0
Superlotto 6/49,22-04-48-15-17-23,10/11/2015,"48,187,784.00",0
Superlotto 6/49,38-47-39-43-08-46,10/13/2015,"51,974,644.00",0
Superlotto 6/49,49-42-38-41-26-44,10/15/2015,"56,000,604.00",0
Superlotto 6/49,49-13-32-36-09-23,10/18/2015,"59,341,648.00",0
Superlotto 6/49,05-42-33-32-08-49,10/20/2015,"63,326,644.00",0
Superlotto 6/49,03-08-45-12-49-19,10/22/2015,"67,481,876.00",0
Superlotto 6/49,24-34-27-40-28-49,10/25/2015,"71,619,044.00",0
Superlotto 6/49,07-12-23-46-24-40,10/27/2015,"75,874,632.00",0
Superlotto 6/49,06-41-43-03-11-49,10/29/2015,"80,215,440.00",0
Superlotto 6/49,48-49-30-17-42-38,11/1/2015,"83,993,992.00",0
Superlotto 6/49,09-26-01-46-32-02,11/3/2015,"88,780,388.00",0
Superlotto 6/49,11-02-22-39-46-27,11/5/2015,"93,718,492.00",0
Superlotto 6/49,27-12-38-20-06-25,11/8/2015,"99,354,768.00",0
Superlotto 6/49,42-33-48-31-44-01,11/10/2015,"104,674,352.00",0
Superlotto 6/49,30-45-01-10-16-14,11/12/2015,"110,549,216.00",0
Superlotto 6/49,27-43-35-34-10-47,11/15/2015,"117,424,872.00",0
Superlotto 6/49,46-05-07-37-44-22,11/17/2015,"123,744,348.00",0
Superlotto 6/49,08-06-35-29-13-36,11/19/2015,"130,434,632.00",0
Superlotto 6/49,07-37-09-35-01-30,11/22/2015,"137,888,164.00",0
Superlotto 6/49,21-09-23-26-05-35,11/24/2015,"144,811,280.00",0
Superlotto 6/49,33-09-15-39-23-06,11/26/2015,"152,168,540.00",0
Superlotto 6/49,07-04-23-48-36-47,11/29/2015,"160,217,092.00",0
Superlotto 6/49,48-32-34-19-31-04,12/1/2015,"167,684,284.00",0
Superlotto 6/49,34-26-17-21-39-49,12/3/2015,"175,570,608.00",0
Superlotto 6/49,08-07-17-35-06-20,12/6/2015,"184,277,356.00",0
Superlotto 6/49,32-28-38-22-40-43,12/8/2015,"192,807,936.00",0
Superlotto 6/49,04-43-36-33-18-34,9/10/2015,"16,000,000.00",0
Superlotto 6/49,44-38-04-40-42-46,12/10/2015,"202,148,376.00",0
Superlotto 6/49,05-13-33-10-15-08,12/13/2015,"212,501,452.00",1
Superlotto 6/49,32-12-28-38-25-31,12/15/2015,"16,000,000.00",0
Superlotto 6/49,19-37-36-03-27-34,12/17/2015,"16,000,000.00",0
Superlotto 6/49,14-47-29-40-08-06,12/20/2015,"16,000,000.00",0
Superlotto 6/49,22-32-08-49-01-37,12/22/2015,"16,000,000.00",0
Superlotto 6/49,24-29-13-20-48-08,12/24/2015,"16,000,000.00",0
Superlotto 6/49,06-41-15-35-28-04,12/27/2015,"18,853,896.00",0
Superlotto 6/49,02-47-16-01-26-21,12/29/2015,"22,458,104.00",0
Superlotto 6/49,28-33-45-41-15-24,12/31/2015,"24,839,636.00",0
Superlotto 6/49,19-43-22-32-01-06,1/3/2016,"28,419,344.00",0
Superlotto 6/49,27-16-30-23-29-06,1/5/2016,"32,008,476.00",0
Superlotto 6/49,15-16-41-46-45-42,1/7/2016,"35,671,800.00",0
Superlotto 6/49,08-48-39-38-13-36,1/10/2016,"39,615,764.00",0
Superlotto 6/49,46-12-39-26-23-49,1/12/2016,"43,135,832.00",0
Superlotto 6/49,20-08-22-04-14-35,1/14/2016,"46,830,640.00",0
Superlotto 6/49,47-29-31-07-24-16,1/17/2016,"50,980,832.00",0
Superlotto 6/49,38-27-46-15-08-49,1/19/2016,"54,756,044.00",0
Superlotto 6/49,29-17-47-03-07-26,1/21/2016,"58,527,188.00",0
Superlotto 6/49,28-05-46-22-27-49,1/24/2016,"62,879,004.00",0
Superlotto 6/49,10-02-42-45-15-11,1/26/2016,"67,057,652.00",0
Superlotto 6/49,39-32-04-12-18-10,1/28/2016,"71,446,552.00",0
Superlotto 6/49,44-36-20-49-24-47,1/31/2016,"76,364,588.00",0
Superlotto 6/49,21-29-22-11-41-38,2/2/2016,"81,283,128.00",0
Superlotto 6/49,19-28-26-39-45-08,2/4/2016,"86,533,972.00",0
Superlotto 6/49,07-09-06-04-13-36,2/7/2016,"92,492,468.00",0
Superlotto 6/49,14-11-02-26-34-36,2/9/2016,"98,341,196.00",0
Superlotto 6/49,31-27-19-20-11-28,2/11/2016,"104,647,584.00",0
Superlotto 6/49,38-31-49-02-08-10,2/14/2016,"111,635,544.00",0
Superlotto 6/49,03-19-33-39-29-26,2/16/2016,"119,100,028.00",1
Superlotto 6/49,01-36-08-27-19-03,2/18/2016,"16,000,000.00",0
Superlotto 6/49,38-22-44-34-36-45,2/21/2016,"16,000,000.00",0
Superlotto 6/49,32-28-48-25-16-38,2/23/2016,"16,000,000.00",0
Superlotto 6/49,33-48-47-28-26-41,2/25/2016,"16,000,000.00",0
Superlotto 6/49,01-31-40-30-42-33,2/28/2016,"16,890,592.00",0
Superlotto 6/49,09-21-30-42-38-34,3/1/2016,"20,296,300.00",0
Superlotto 6/49,31-37-36-09-24-30,3/3/2016,"23,804,496.00",0
Superlotto 6/49,13-33-01-03-18-32,3/6/2016,"27,510,960.00",0
Superlotto 6/49,16-31-30-46-25-04,3/8/2016,"31,175,992.00",0
Superlotto 6/49,08-17-23-13-34-35,3/10/2016,"34,979,720.00",0
Superlotto 6/49,34-06-18-38-04-30,3/13/2016,"38,842,624.00",0
Superlotto 6/49,20-03-15-13-06-12,3/15/2016,"42,803,512.00",0
Superlotto 6/49,47-05-06-46-09-15,3/17/2016,"46,985,392.00",0
Superlotto 6/49,10-16-40-17-03-09,3/20/2016,"51,098,220.00",0
Superlotto 6/49,42-20-27-31-04-28,3/22/2016,"55,224,932.00",0
Superlotto 6/49,05-49-14-27-34-19,3/29/2016,"59,719,660.00",0
Superlotto 6/49,22-09-08-31-02-44,3/31/2016,"64,175,048.00",0
Superlotto 6/49,32-02-28-40-37-27,4/3/2016,"68,937,996.00",0
Superlotto 6/49,49-04-20-46-40-30,4/5/2016,"73,472,396.00",0
Superlotto 6/49,25-10-13-15-20-37,4/7/2016,"78,356,548.00",0
Superlotto 6/49,15-02-23-17-42-30,4/10/2016,"83,518,460.00",0
Superlotto 6/49,37-33-04-31-07-30,4/12/2016,"88,717,280.00",0
Superlotto 6/49,31-13-45-20-41-46,4/14/2016,"94,210,188.00",1
Superlotto 6/49,22-36-47-06-37-04,4/17/2016,"16,000,000.00",0
Superlotto 6/49,05-24-12-14-43-20,4/19/2016,"16,000,000.00",0
Superlotto 6/49,34-29-41-49-32-05,4/21/2016,"16,000,000.00",0
Superlotto 6/49,25-38-48-29-24-35,4/24/2016,"16,000,000.00",0
Superlotto 6/49,31-42-05-34-11-14,4/26/2016,"16,000,000.00",0
Superlotto 6/49,17-19-14-47-46-16,4/28/2016,"16,633,496.00",0
Superlotto 6/49,30-29-03-27-17-04,5/1/2016,"19,456,648.00",0
Superlotto 6/49,32-03-31-09-30-16,5/3/2016,"21,914,456.00",0
Superlotto 6/49,41-47-24-20-29-12,5/5/2016,"24,511,456.00",0
Superlotto 6/49,06-23-12-44-05-24,5/8/2016,"27,509,920.00",0
Superlotto 6/49,35-03-04-49-13-19,5/10/2016,"30,624,924.00",0
Superlotto 6/49,21-12-25-33-32-18,5/12/2016,"34,052,920.00",0
Superlotto 6/49,40-01-20-36-35-29,5/15/2016,"37,421,536.00",0
Superlotto 6/49,48-19-08-29-33-44,5/17/2016,"40,991,476.00",0
Superlotto 6/49,25-06-38-13-29-18,5/19/2016,"44,682,584.00",0
Superlotto 6/49,08-45-35-32-34-47,5/22/2016,"48,248,068.00",0
Superlotto 6/49,24-21-44-20-17-13,5/24/2016,"51,959,268.00",0
Superlotto 6/49,39-01-38-11-22-10,5/26/2016,"55,727,672.00",0
Superlotto 6/49,06-16-36-12-30-28,5/29/2016,"59,378,244.00",0
Superlotto 6/49,20-03-48-30-26-38,5/31/2016,"63,123,336.00",0
Superlotto 6/49,21-30-04-25-22-37,6/2/2016,"67,157,960.00",0
Superlotto 6/49,40-05-03-41-17-25,6/5/2016,"71,115,288.00",0
Superlotto 6/49,46-14-06-37-11-15,6/7/2016,"75,480,828.00",0
Superlotto 6/49,19-36-14-09-16-49,6/9/2016,"79,840,856.00",0
Superlotto 6/49,40-46-38-17-43-12,6/12/2016,"83,963,452.00",0
Superlotto 6/49,07-09-45-14-41-35,6/14/2016,"88,210,824.00",0
Superlotto 6/49,25-30-23-21-47-06,6/16/2016,"92,721,144.00",0
Superlotto 6/49,11-09-25-23-31-18,6/19/2016,"97,109,808.00",1
Superlotto 6/49,19-43-32-45-24-03,6/21/2016,"16,000,000.00",0
Superlotto 6/49,41-48-06-40-03-10,6/23/2016,"16,000,000.00",0
Superlotto 6/49,34-13-05-15-20-26,6/26/2016,"16,000,000.00",0
Superlotto 6/49,06-34-35-25-18-29,6/28/2016,"16,000,000.00",0
Superlotto 6/49,01-05-40-09-43-36,6/30/2016,"16,000,000.00",0
Superlotto 6/49,46-45-18-15-42-26,7/3/2016,"16,347,744.00",0
Superlotto 6/49,32-15-39-04-40-29,7/5/2016,"18,824,472.00",0
Superlotto 6/49,11-32-19-48-34-14,7/7/2016,"21,375,584.00",0
Superlotto 6/49,18-35-44-42-09-38,7/10/2016,"24,526,164.00",0
Superlotto 6/49,01-25-38-03-49-21,7/12/2016,"27,210,988.00",0
